计算元件基本参数及相互连接关系文件											
元件个数（上下游边界不算做计算元件）											
1585											
各类型个数											
渠道	渐变段	倒虹吸	节制闸	分水口							
259	CH259-索河涵洞式渡槽进口-索河渡槽进口节制闸	459.827	459.837	24	0	112.000	112.000	120.314	120.314	0.015	
260	CH260-索河涵洞式渡槽	459.837	460.105	24	0	112.000	111.956	121.030	120.752	0.012	
261	CH261-索河涵洞式渡槽出口-枯河渠道倒虹吸进口	460.150	467.817	18	0	111.72	111.388	120.209	119.886	0.012	
262	CH262-枯河渠道倒虹吸出口-上街分水口	468.133	473.082	18	2	111.267	111.06	119.767	119.560	0.012	
263	CH263-上街分水口-渠道渐变段起点	473.082	474.285	18	2	111.06	111	119.560	119.500	0.012	
264	CH264-渠道渐变段终点-穿黄退水闸	474.385	478.90613	19	2.25	112	111.408	120.500	119.908	0.012	
265	CH265-黄河退水闸-穿黄隧洞进口	478.90613	479.014	12.5	2.25	111.408	111.408	119.908	119.908	0.012	
266	CH266-穿黄隧洞出口节制闸-穿黄隧洞出口	483.471	483.499	8	2.25	100.000	100.000	111.106	109.457	0.015	
267	CH267-穿黄渠道倒虹出口-新蟒河渠道倒虹吸进口	483.579	485.755	8	2.25	102.860	102.060	111.106	109.457	0.015	
268	CH268-新蟒河渠道倒虹吸出口-渠道渐变段起点	486.402	493.490	15.8	2.25	101.78	101.07	109.457	110.127	0.015	
269	CH269-渠道渐变段终点-北冷分水口	493.590	493.632	8	2.25	101.07	101	110.127	109.887	0.015	
270	CH270-北冷分水口-济河倒虹吸进口	493.632	501.727	21	2	101	100.710	109.887	109.832	0.015	
271	CH271-济河倒虹吸出口节制闸-济河倒虹吸出口	501.849	501.879	26	0	100.6	100.6	109.723	109.723	0.015	
272	CH272-济河倒虹吸出口-沁河倒虹吸进口	501.928	502.851	21	0	100.6	99.949	109.723	109.029	0.015	
273	CH273-沁河倒虹吸出口-蒋沟河倒虹吸进口	504.034	507.480	22	0	99.949	99.785	109.029	108.906	0.015	
274	CH274-蒋沟河倒虹吸出口-渠道渐变段起点	507.722	515.762	21	2.5	99.71	99.432	108.777	108.584	0.015	
275	CH275-渠道渐变段终点-北石涧分水口	515.777	517.191	21	2.5	99.432	99.383	108.584	108.447	0.015	
276	CH276-北石涧分水口-渠道渐变段起点	517.191	517.442	18.5	2.5	99.383	99.374	108.447	108.438	0.015	
277	CH277-渠道渐变段终点-幸福河倒虹吸进口	517.457	518.457	18.5	2	99.374	99.273	108.438	108.398	0.015	
278	CH278-幸福河渠道倒虹出口-大沙河渠道倒虹进口	518.780	520.897	21	0	99.190	99.050	108.250	108.177	0.015	
279	CH279-大沙河倒虹吸出口-渠道渐变段起点	521.388	522.307	17	2	98.917	98.884	107.948	107.840	0.015	
280	CH280-渠道渐变段终点-府城南分水口	522.327	524.197	17	2	98.884	98.819	107.840	107.814	0.015	
281	CH281-府城分水口-白马门河渠道倒虹进口	524.197	524.989	21	2	98.819	98.677	107.814	107.799	0.015	
282	CH282-白马门河渠道倒虹出口-普济河渠道倒虹进口	525.325	527.388	21	0	98.642	98.469	107.650	107.590	0.015	
283	CH283-普济河渠道倒虹出口-闫河退水闸	527.721	530.060	21	2	98.421	98.341	107.442	107.431	0.015	
284	CH284-闫河退水闸-闫河渠道倒虹进口	530.060	530.146	21	2	98.341	98.237	107.355	107.352	0.015	
285	CH285-闫河倒虹吸出口节制闸-闫河倒虹吸出口	530.507	530.538	26	0	98.148	98.148	104.648	104.648	0.015	
286	CH286-闫河渠道倒虹出口-翁涧河渠道倒虹进口	530.587	532.921	21	0	98.148	98.006	107.213	107.119	0.015	
287	CH287-翁涧河渠道倒虹出口-李河退水闸	533.327	534.416	21	2	97.899	97.862	106.981	106.936	0.015	
288	CH288-李河退水闸-李河倒虹吸进口	534.416	534.502	21	2	97.862	97.814	106.926	106.926	0.015	
289	CH289-李河渠道倒虹出口-苏蔺分水口	534.900	536.422	21	2	97.689	97.636	106.789	106.736	0.015	
290	CH290-苏蔺分水口-渠道渐变段起点	536.422	536.854	21	2	97.636	97.621	106.736	106.721	0.015	
291	CH291-渠道渐变段终点-渠道渐变段起点	536.869	538.382	21	2	97.621	97.568	106.721	106.668	0.015	
292	CH292-渠道渐变段终点-渠道渐变段起点	538.397	539.322	20.5	2	97.568	97.527	106.668	106.627	0.015	
293	CH293-渠道渐变段终点-山门河暗渠进口	539.342	540.667	17.5	2.75	97.527	97.516	106.627	106.616	0.015	
294	CH294-山门河暗渠	540.731	541.337	18.3	0	97.516	97.355	105.516	105.355	0.015	
295	CH295-山门河暗渠出口-渠道渐变段起点	541.415	542.766	19.5	3.5	97.355	97.08	106.455	106.180	0.015	
296	CH296-渠道渐变段终点-渠道渐变段起点	542.781	544.100	9.5	3	97.08	97.022	106.180	106.122	0.015	
297	CH297-渠道渐变段终点-渠道渐变段起点	544.120	545.001	12	2.25	97.022	96.983	106.122	106.083	0.015	
298	CH298-渠道渐变段终点-渠道渐变段起点	545.016	545.855	16	2	96.983	96.945	106.083	106.045	0.015	
299	CH299-渠道渐变段终点-渠道渐变段起点	545.890	547.590	17.5	0.4	96.945	96.869	106.045	105.969	0.015	
300	CH300-渠道渐变段终点-渠道渐变段起点	547.63	549.843	26.5	2	96.869	96.772	105.969	105.872	0.015	
301	CH301-渠道渐变段终点-溃城寨河退水闸	549.878	550.292	17.5	0.4	96.772	96.754	105.872	105.854	0.015	
302	CH302-溃城寨河退水闸-溃城寨河倒虹吸进口	550.292	550.745	26.5	0.4	96.754	94.734	105.854	103.834	0.015	
303	CH303-溃城寨河倒虹吸出口节制闸-溃城寨倒虹吸出口	551.101	551.132	26	0	96.544	96.544	103.044	103.044	0.015	
304	CH304-渠道渐变段起点-白庄分水口	551.176	553.31	17.5	2	96.544	96.451	105.644	105.551	0.015	
305	CH305-白庄分水口-渠道渐变段起点	553.31	554.362	17.5	2	96.451	96.405	105.551	105.505	0.015	
306	CH306-渠道渐变段终点-渠道渐变段起点	554.377	556.663	17.5	2.25	96.405	96.265	105.505	105.365	0.015	
307	CH307-渠道渐变段起点-纸坊沟渠道倒虹进口	556.678	560.104	16	2	96.265	96.055	105.365	105.155	0.015	
308	CH308-纸坊沟渠道倒虹出口-渠道渐变段起点	560.445	561.091	17.5	2	95.966	95.938	105.066	105.038	0.015	
309	CH309-渠道渐变段终点-郭屯分水口	561.106	561.76	17.5	2	95.938	95.914	105.038	105.014	0.015	
310	CH310-郭屯分水口-峪河退水闸	561.76	563.156	20	2	95.914	95.914	105.014	105.014	0.015	
311	CH311-峪河退水闸-峪河暗渠进口	563.156	564.541	20	2	95.914	95.866	105.014	104.966	0.015	
312	CH312-峪河暗渠进口-峪河暗渠进口节制闸	564.596	564.667	28.82	0	96.265	96.265	103.265	103.265	0.015	
313	CH313-峪河暗渠	564.667	565.081	28.82	0	96.265	96.152	103.265	103.152	0.015	
314	CH314-峪河暗渠出口-渠道渐变段起点	565.151	570.546	20	2.5	95.575	95.382	104.675	104.482	0.015	
315	CH315-渠道渐变段终点-渠道渐变段起点	570.561	572.116	20	2.5	95.382	95.326	104.482	104.426	0.015	
316	CH316-渠道渐变段终点-午峪河倒虹吸进口	572.131	575.852	17.5	2	95.326	95.192	104.426	104.292	0.015	
317	CH317-午峪河倒虹吸出口-早生河倒虹吸进口	576.294	576.749	20	0	95.043	95.039	104.143	104.139	0.015	
318	CH318-早生河渠道倒虹出口-王村河渠道倒虹进口	577.080	579.174	20	0	94.872	94.853	103.972	103.953	0.015	
319	CH319-王村河渠道倒虹出口-小凹沟渠道倒虹进口	579.505	580.813	20	0	94.647	94.635	103.747	103.735	0.015	
320	CH320-小凹沟渠道倒虹出口-石门河渠道倒虹进口	581.088	585.419	20	0	89.241	89.202	98.341	98.302	0.015	
321	CH321-石门河渠道倒虹出口-黄水河渠道倒虹进口	586.575	587.518	20	0	93.716	93.707	102.816	102.807	0.015	
322	CH322-黄水河渠道倒虹出口-黄水河支退水闸	587.969	590.919	20	2	93.493	93.387	102.593	102.487	0.015	
323	CH323-黄水河支退水闸-黄水河支渠道倒虹进口	590.919	590.993	20	2	93.387	93.384	102.487	102.484	0.015	
324	CH324-黄水河支倒虹吸出口节制闸-黄水河支倒虹吸出口	591.274	591.305	26	0	93.235	93.235	99.735	99.735	0.015	
325	CH325-黄水河支渠道倒虹出口-刘店干河暗渠进口	591.354	594.244	20	0	93.235	93.064	102.235	102.064	0.015	
326	CH326-刘店干河暗渠	594.299	594.686	28.52	0	93.286	93.208	102.286	102.208	0.015	
327	CH327-刘店干河暗渠出口-渠道渐变段起点	594.735	595.836	15.5	0.4	92.941	92.884	101.941	101.884	0.015	
328	CH328-渠道渐变段终点-渠道渐变段起点	595.871	597.290	15.5	0.4	92.884	92.811	101.884	101.811	0.015	
329	CH329-渠道渐变段终点-渠道渐变段起点	597.330	598.266	25	2	92.811	92.764	101.811	101.764	0.015	
330	CH330-渠道渐变段终点-渠道渐变段起点	598.281	599.161	15.5	2.25	92.764	92.718	101.764	101.718	0.015	
331	CH331-渠道渐变段终点-辉县东河暗渠进口	599.196	600.513	14.5	0.7	92.718	92.028	101.718	101.028	0.015	
332	CH332-辉县东河暗渠	600.558	600.732	29.82	0	92.989	92.954	101.989	101.954	0.015	
333	CH333-辉县东河暗渠出口-路固分水口	600.786	603.479	15.5	2	92.532	92.422	101.532	101.422	0.015	
334	CH334-路固分水口-小蒲河渠道倒虹进口	603.479	606.821	15.5	2	92.422	92.405	101.422	101.405	0.015	
335	CH335-小蒲河渠道倒虹出口-孟坟河退水闸	608.963	609.017	20	2	92.15	92.081	101.150	101.081	0.015	
336	CH336-孟坟河退水闸-孟坟河渠道倒虹进口	609.017	609.099	20	2	92.081	91.976	101.081	100.976	0.015	
337	CH337-孟坟河倒虹吸出口节制闸-孟坟河倒虹吸出口	609.316	609.346	26	0	91.939	91.939	98.439	98.439	0.015	
338	CH338-孟坟河渠道倒虹出口-老道井分水口	609.395	611.414	20	2	91.939	91.867	100.939	100.867	0.015	
339	CH339-老道井分水口-渠道渐变段起点	611.414	611.464	20	2	91.867	91.864	100.867	100.864	0.015	
340	CH340-渠道渐变段终点-渠道渐变段起点	611.479	613.004	20	2	91.864	91.809	100.864	100.809	0.015	
341	CH341-渠道渐变段终点-渠道渐变段起点	613.019	614.880	19	3	91.809	91.715	100.809	100.715	0.015	
342	CH342-渠道渐变段终点-渠道渐变段起点	614.895	616.035	9.5	2.5	91.715	91.658	100.715	100.658	0.015	
343	CH343-渠道渐变段终点-渠道渐变段起点	616.050	616.552	12	2.5	91.658	91.639	100.658	100.639	0.015	
344	CH344-渠道渐变段起点-山庄河渠道倒虹进口	616.567	619.892	16.5	2	91.639	91.514	100.639	100.514	0.015	
345	CH345-山庄河渠道倒虹出口-十里河渠道倒虹进口	620.183	623.421	24.6	2	91.38	91.342	100.380	100.342	0.015	
346	CH346-十里河渠道倒虹出口-温寺门分水口	623.712	626.211	24.6	2	91.125	91.035	100.125	100.035	0.015	
347	CH347-温寺门分水口-渠道渐变段起点	626.211	628.282	19	2	91.035	90.961	100.035	99.961	0.015	
348	CH348-渠道渐变段终点-渠道渐变段起点	628.297	629.252	19	2.25	90.961	90.926	99.961	99.926	0.015	
349	CH349-渠道渐变段终点-渠道渐变段起点	629.287	630.702	17.5	3.5	90.926	90.874	99.926	99.874	0.015	
350	CH350-渠道渐变段终点-香泉河退水闸	630.737	633.188	11.5	2	90.874	90.787	99.874	99.787	0.015	
351	CH351-香泉河退水闸-香泉河渠道倒虹进口	633.188	633.274	19	2	90.787	90.784	99.787	99.784	0.015	
352	CH352-香泉河倒虹吸出口节制闸-香泉河倒虹吸出口	633.521	633.551	21	0	90.633	90.633	97.633	97.633	0.015	
353	CH353-香泉河渠道倒虹出口-沧河渠道倒虹进口	633.615	637.185	24.6	2	90.633	90.582	99.633	99.582	0.015	
354	CH354-沧河渠道倒虹出口-袁庄分水口	638.034	648.288	24	2	90.066	89.686	99.066	98.686	0.015	
355	CH355-袁庄分水口-赵家渠渠道倒虹进口	648.288	650.269	19	2	89.686	89.609	98.586	98.509	0.015	
356	CH356-赵家渠渠道倒虹出口-思德河渠道倒虹进口	650.580	653.049	24.6	2	89.499	89.465	98.399	98.365	0.015	
357	CH357-思德河渠道倒虹出口-三里屯分水口	653.426	658.725	24.6	3	89.241	89.052	98.141	97.952	0.015	
358	CH358-三里屯分水口-渠道渐变段起点	658.725	659.193	19	2	89.052	89.035	97.952	97.935	0.015	
359	CH359-渠道渐变段终点-魏庄河渠道倒虹进口	659.208	661.471	19	2	89.035	88.953	97.935	97.853	0.015	
360	CH360-魏庄河渠道倒虹出口-渠道渐变段起点	661.747	662.500	24.6	2	88.834	88.807	97.734	97.707	0.015	
361	CH361-渠道渐变段终点-淇河退水闸	662.520	663.274	18.5	2.75	88.807	88.78	97.707	97.680	0.015	
362	CH362-淇河退水闸-淇河渠道倒虹进口	663.274	663.368	14.5	2.75	88.78	88.777	97.680	97.677	0.015	
363	CH363-淇河倒虹吸出口节制闸-淇河倒虹吸出口	663.771	663.8	21	0	88.587	88.587	95.587	95.587	0.015	
364	CH364-淇河渠道倒虹出口-渠道渐变段起点	663.874	664.742	24.6	2	88.587	88.548	97.487	97.448	0.015	
365	CH365-渠道渐变段终点-鹤壁刘庄分水口	664.757	664.835	10.5	2.5	88.548	88.544	97.448	97.444	0.015	
366	CH366-鹤壁刘庄分水口-渠道渐变段起点	664.835	666.461	13.5	3.5	88.544	88.473	97.444	97.373	0.015	
367	CH367-渠道渐变段终点-渠道渐变段起点	666.486	667.511	13.5	3.5	88.473	88.428	97.373	97.328	0.015	
368	CH368-渠道渐变段终点-渠道渐变段起点	667.526	669.476	8	3	88.428	88.342	97.328	97.242	0.015	
369	CH369-渠道渐变段终点-渠道渐变段起点	669.491	669.780	10.5	3	88.342	88.331	97.242	97.231	0.015	
370	CH370-渠道渐变段终点-永通河倒虹吸进口	669.800	673.140	13	2	88.331	88.204	97.231	97.104	0.015	
371	CH371-永通河渠道倒虹出口-渠道渐变段起点	673.486	674.872	24.6	2	88.062	88.011	96.962	96.911	0.015	
372	CH372-渠道渐变段终点-渠道渐变段起点	674.907	676.175	18.5	3.25	88.011	87.965	96.911	96.865	0.015	
373	CH373-渠道渐变段终点-淤泥河涵渡进口	676.205	679.805	12	2	87.965	87.835	96.865	96.735	0.015	
374	CH374-淤泥河涵洞渡槽	679.850	679.939	19	0	88.296	88.275	97.196	97.175	0.015	
375	CH375-淤泥河涵渡出口-渠道渐变段起点	680.009	680.977	21	2	87.716	87.681	96.616	96.581	0.015	
376	CH376-渠道渐变段终点-渠道渐变段起点	681.002	682.624	18.5	3	87.681	87.622	96.581	96.522	0.015	
377	CH377-渠道渐变段终点-渠道渐变段起点	682.644	683.586	13	2	87.622	87.588	96.522	96.488	0.015	
378	CH378-渠道渐变段终点-渠道渐变段起点	683.601	684.536	18.5	2.25	87.588	87.554	96.488	96.454	0.015	
379	CH379-渠道渐变段终点-渠道渐变段起点	684.551	685.986	17	2	87.554	87.502	96.454	96.402	0.015	
380	CH380-渠道渐变段终点-董庄分水口	686.001	686.496	18.5	2.25	87.502	87.484	96.402	96.384	0.015	
381	CH381-董庄分水口-渠道渐变段起点	686.496	687.186	17	2.25	87.484	87.459	96.384	96.359	0.015	
382	CH382-渠道渐变段终点-汤河退水闸	687.201	688.079	17	2	87.459	87.428	96.459	96.428	0.015	
383	CH383-汤河退水闸-汤河暗渠进口渐变段	688.079	688.141	18.5	2	87.428	87.286	96.428	96.286	0.015	
384	CH384-汤河暗渠进口-汤河涵洞式渡槽进口节制闸	688.176	688.186	18	0	87.586	87.586	96.586	96.586	0.015	
385	CH385-汤河涵洞渡槽	688.186	688.327	18	0	87.586	87.546	96.586	96.546	0.015	
386	CH386-汤河涵洞渡槽出口-羑河渠道倒虹进口	688.402	689.826	18.5	2	87.286	87.265	96.186	96.165	0.015	
387	CH387-羑河渠道倒虹出口-小营分水口	690.302	698.05	24.6	2	87.045	87.428	95.945	96.328	0.015	
388	CH388-小营分水口-渠道渐变段起点	698.05	699.335	18.5	2	87.428	86.723	96.328	95.623	0.015	
389	CH389-渠道渐变段终点-渠道渐变段起点	699.360	700.835	18.5	3	86.723	86.669	95.623	95.569	0.015	
390	CH390-渠道渐变段终点-渠道渐变段起点	700.855	701.815	13	2	86.669	86.634	95.569	95.534	0.015	
391	CH391-渠道渐变段终点-渠道渐变段起点	701.840	704.364	18.5	3	86.634	86.543	95.534	95.443	0.015	
392	CH392-渠道渐变段终点-渠道渐变段起点	704.384	705.140	13	2.25	86.543	86.516	95.443	95.416	0.015	
393	CH393-渠道渐变段终点-洪河倒虹吸进口	705.155	705.563	17	2	86.516	86.502	95.416	95.402	0.015	
394	CH394-洪河渠道倒虹出口-张北河暗渠进口	705.839	708.893	18.5	2	86.361	86.252	95.261	95.152	0.015	
395	CH395-张北河暗渠	708.938	709.061	15.9	0	86.641	86.143	95.541	95.043	0.015	
396	CH396-张北河暗渠出口-南流寺分水口	709.116	712.866	18.5	2	86.143	86.01	95.043	94.910	0.015	
397	CH397-南流寺分水口-渠道渐变段起点	712.866	712.894	18.5	2	86.01	86.008	94.910	94.908	0.015	
398	CH398-渠道渐变段终点-安阳河退水闸	712.909	716.6	18.5	2	86.008	85.905	94.908	94.805	0.015	
399	CH399-安阳河退水闸-安阳河渠道倒虹进口	716.6	716.610	17	2	85.905	85.874	94.805	94.774	0.015	
400	CH400-安阳河倒虹吸出口节制闸-安阳河倒虹吸出口	717.045	717.055	20.1	0	85.600	85.600	92.300	92.300	0.015	
401	CH401-安阳河渠道倒虹出口-渠道渐变段起点	717.113	718.039	23.7	2	85.674	85.64	94.574	94.540	0.015	
402	CH402-渠道渐变段终点-渠道渐变段起点	718.059	719.242	17	2.75	85.64	85.598	94.540	94.498	0.015	
403	CH403-渠道渐变段终点-渠道渐变段起点	719.257	720.692	13.5	2.25	85.598	85.546	94.498	94.446	0.015	
404	CH404-渠道渐变段终点-渠道渐变段起点	720.707	722.642	16	2.5	85.546	85.476	94.446	94.376	0.015	
405	CH405-渠道渐变段终点-渠道渐变段起点	722.657	724.255	14.5	2	85.476	85.418	94.376	94.318	0.015	
406	CH406-渠道渐变段终点-渠道渐变段起点	724.285	725.278	17	3	85.418	85.382	94.318	94.282	0.015	
407	CH407-渠道渐变段终点-漳河退水闸	725.303	730.599	12	2	85.382	85.19	94.282	94.090	0.015	
408	CH408-漳河退水闸-穿漳河渠道倒虹吸进口	730.599	730.754	17	2	85.19	85.090	94.090	93.990	0.015	
409	CH409-漳河倒虹吸出口节制闸-穿漳河渠道倒虹吸出口	731.366	731.453	20.7	0	82.500	82.500	90.500	90.500	0.015	
410	CH410-穿漳河渠道倒虹出口-民有渠分水口	731.513	732.982	23.7	2	85.879	85.829	93.779	93.729	0.015	
411	CH411-民有渠分水口-讲岳铁路倒虹吸进口	732.982	735.326	23.7	2	85.829	85.799	93.729	93.699	0.015	
412	CH412-讲岳铁路倒虹吸出口-渠道渐变段起点	735.476	737.084	21.5	2	85.665	85.602	93.565	93.502	0.015	
413	CH413-渠道渐变段终点-渠道渐变段起点	737.094	740.961	23.5	2	85.602	85.45	93.502	93.350	0.015	
414	CH414-渠道渐变段终点-渠道渐变段起点	740.981	743.144	24	2.75	85.45	85.364	93.350	93.264	0.015	
415	CH415-渠道渐变段终点-滏阳河退水闸	743.164	747.175	21	2	85.364	85.201	93.264	93.101	0.015	
416	CH416-滏阳河退水闸-滏阳河梁式渡槽进口	747.175	747.429	23.5	2	85.201	85.193	93.101	93.093	0.015	
417	CH417-滏阳河梁式渡槽	747.479	747.656	21	0	85.066	85.026	92.966	92.926	0.015	
418	CH418-滏阳河梁式渡槽出口-于家店分水口	747.731	750.649	23.4	2	85.001	84.882	92.901	92.782	0.015	
419	CH419-于家店分水口-渠道渐变段起点	750.649	755.423	23.5	2	84.882	84.692	92.782	92.592	0.015	
420	CH420-渠道渐变段终点-渠道渐变段起点	755.453	758.685	23.5	2	84.692	84.562	92.592	92.462	0.015	
421	CH421-渠道渐变段终点-渠道渐变段起点	758.715	760.601	25	2.75	84.562	84.492	92.462	92.392	0.015	
422	CH422-马磁铁路倒虹吸出口-牤牛河南支退水闸	760.795	760.959	23.5	2	84.391	84.383	92.291	92.283	0.015	
423	CH423-牤牛河退水闸-牤牛河梁式渡槽进口	760.959	760.983	23.5	2	84.383	84.382	92.283	92.282	0.015	
424	CH424-牤牛河南支渡槽进口-牤牛河南支渡槽进口节制闸	761.028	761.038	21	0	84.394	84.394	91.394	91.394	0.015	
425	CH425-牤牛河梁式渡槽	761.038	761.396	21	0	84.394	84.318	91.394	91.318	0.015	
426	CH426-牤牛河梁式渡槽出口-白村分水口	761.471	762.144	23.4	2	84.133	84.104	92.033	92.004	0.015	
427	CH427-白村分水口-渠道渐变段起点	762.144	762.283	23.5	2	84.104	84.098	92.004	91.998	0.015	
428	CH428-渠道渐变段终点-渠道渐变段起点	762.313	764.863	23.5	2.75	84.098	83.997	91.998	91.897	0.015	
429	CH429-渠道渐变段终点-渠道渐变段起点	764.883	766.953	20.5	2	83.997	83.915	91.897	91.815	0.015	
430	CH430-渠道渐变段终点-渠道渐变段起点	767.003	772.733	23.5	3.5	83.915	83.763	91.815	91.663	0.015	
431	CH431-渠道渐变段终点-渠道渐变段起点	772.763	775.368	17.5	3.25	83.763	83.663	91.663	91.563	0.015	
432	CH432-渠道渐变段终点-下庄分水口	775.378	776.806	18.5	2.25	83.663	83.517	91.563	91.417	0.015	
433	CH433-下庄分水口-渠道渐变段起点	776.806	778.028	22.5	2.25	83.517	83.646	91.417	91.546	0.015	
434	CH434-渠道渐变段终点-邯长铁路暗渠进口	778.038	781.229	22.5	2	83.646	83.343	91.546	91.243	0.015	
435	CH435-邯长铁路暗渠	781.266	781.306	24	0	83.3	83.3	91.300	91.300	0.015	
436	CH436-邯长铁路暗渠出口-郭河分水口	781.343	781.93	23.5	2	83.264	83.238	91.164	91.138	0.015	
437	CH437-郭河分水口-沁河退水闸	781.93	781.949	23.5	2	83.238	83.237	91.138	91.137	0.015	
438	CH438-沁河退水闸-沁河渠道倒虹吸进口	781.949	782.131	23.5	2	83.237	83.233	91.137	91.133	0.015	
439	CH439-沁河倒虹吸出口节制闸-沁河倒虹吸出口	782.461	782.546	19.5	0	81.787	81.787	90.787	90.787	0.015	
440	CH440-沁河渠道倒虹吸出口-渠道渐变段起点	782.628	783.408	21.8	2.25	82.933	82.902	90.833	90.802	0.015	
441	CH441-渠道渐变段终点-渠道渐变段起点	783.428	784.546	22.5	2.75	82.902	82.859	90.802	90.759	0.015	
442	CH442-渠道渐变段终点-渠道渐变段起点	784.566	785.246	20.5	2	82.859	82.83	90.759	90.730	0.015	
443	CH443-渠道渐变段终点-渠道渐变段起点	785.296	786.386	23.5	3.5	82.83	82.788	90.730	90.688	0.015	
444	CH444-渠道渐变段终点-三陵分水口	786.406	788.031	17.5	2.75	82.788	82.722	90.688	90.622	0.015	
445	CH445-三陵分水口-渠道渐变段起点	788.031	788.115	20.5	2.75	82.722	82.721	90.622	90.621	0.015	
446	CH446-渠道渐变段终点-渠道渐变段起点	788.135	789.176	20.5	2.25	82.721	82.68	90.621	90.580	0.015	
447	CH447-渠道渐变段终点-渠道渐变段起点	789.196	793.145	22.5	2.75	82.68	82.528	90.580	90.428	0.015	
448	CH448-渠道渐变段终点-渠道渐变段起点	793.165	795.115	20.5	2	82.528	82.451	90.428	90.351	0.015	
449	CH449-渠道渐变段终点-吴庄分水口	795.145	796.411	23.5	2.75	82.451	82.4	90.351	90.300	0.015	
450	CH450-吴庄分水口-渠道渐变段起点	796.411	798.044	20.5	2.75	82.4	82.339	90.300	90.239	0.015	
451	CH451-渠道渐变段终点-渠道渐变段起点	798.084	798.331	20.5	1.5	82.339	82.325	90.239	90.225	0.015	
452	CH452-渠道渐变段终点-渠道渐变段起点	798.361	802.148	23	2	82.325	82.185	90.225	90.085	0.015	
453	CH453-渠道渐变段终点-渠道渐变段起点	802.188	803.490	23.5	1.75	82.185	82.119	90.085	90.019	0.015	
454	CH454-渠道渐变段终点-渠道渐变段起点	803.520	804.280	24	1	82.119	82.048	90.019	89.948	0.015	
455	CH455-渠道渐变段终点-渠道渐变段起点	804.290	805.061	22.5	1	82.048	82.029	89.948	89.929	0.015	
456	CH456-渠道渐变段终点-洺河退水闸	805.111	808.332	23	2	82.029	81.906	89.929	89.806	0.015	
457	CH457-洺河退水闸-洺河梁式渡槽进口	808.332	808.378	25	2	81.906	81.885	89.806	89.785	0.015	
458	CH458-洺河梁式渡槽进口-洺河渡槽进口节制闸	808.427	808.437	21	0	82.000	82.000	89.000	89.000	0.015	
459	CH459-洺河梁式渡槽	808.437	809.183	21	0	82.000	81.828	89.000	88.828	0.014	
460	CH460-渠道渐变段-渠道渐变段	809.270	810.818	23.4	2	81.556	81.501	89.349	89.257	0.015	
461	CH461-渠道渐变段-渠道渐变段	810.838	811.012	22.5	2.75	81.501	81.489	89.255	89.235	0.015	
462	CH462-渠道渐变段-渠道渐变段	811.052	811.698	16	1	81.489	81.453	89.232	89.188	0.015	
463	CH463-渠道渐变段-渠道渐变段	811.738	813.088	24	2	81.453	81.393	89.187	89.166	0.015	
464	CH464-渠道渐变段-渠道渐变段	813.118	813.693	21.5	1	81.393	81.352	89.164	89.113	0.015	
465	CH465-渠道渐变段-渠道渐变段	813.783	817.618	22.5	3.5	81.352	81.133	89.352	89.133	0.014	
466	CH466-渠道渐变段-渠道渐变段	817.638	817.938	19	3	81.133	81.118	89.033	89.026	0.015	
467	CH467-渠道渐变段-渠道渐变段	817.958	818.633	17	3	81.118	81.084	89.026	88.962	0.015	
468	CH468-渠道渐变段-渠道渐变段	818.643	819.667	16	3	81.084	81.018	88.961	88.882	0.015	
469	CH469-渠道渐变段-渠道渐变段	819.687	820.270	13	3	81.018	80.988	88.882	88.812	0.015	
470	CH470-渠道渐变段-赞善分水口	820.280	824.958	16	2.75	80.988	80.921	88.812	88.685	0.015	
471	CH471-赞善分水口-南沙河(一)渠道倒虹吸	824.958	825.414	20	2.5	80.921	80.853	88.041	87.960	0.015	
472	CH472-南沙河(一)渠道倒虹吸-南沙河(二)渠道倒虹吸	826.664	828.694	20.6	2.5	80.191	80.141	88.041	87.960	0.015	
473	CH473-南沙河倒虹吸-渠道渐变段	829.685	829.745	18	0	78.441	78.441	87.401	87.401	0.015	
474	CH474-渠道渐变段-邓家庄分水口	829.749	829.82	20.6	2.5	79.591	79.585	87.401	87.219	0.015	
475	CH475-邓家庄分水口-渠道渐变段	829.82	831.716	20	2.5	79.585	79.505	87.401	87.401	0.015	
476	CH476-渠道渐变段-七里河退水闸	831.726	834.191	20	2.75	79.505	79.388	87.401	87.219	0.015	
477	CH477-七里河退水闸-七里河倒虹吸	834.191	834.441	19	2.75	79.388	79.387	87.219	87.213	0.015	
478	CH478-七里河倒虹吸出口渠道	835.151	835.236	19.2	0	77.767	77.767	84.167	84.167	0.015	
479	CH479-渠道渐变段-南大郭分水口	835.306	841.655	21.8	2	78.769	78.660	86.743	86.600	0.015	
480	CH480-南大郭分水口-渠道渐变段	841.655	841.819	23	2	78.660	78.656	86.600	86.596	0.015	
481	CH481-渠道渐变段-渠道渐变段	841.829	843.403	23	2	78.656	78.592	86.596	86.596	0.015	
482	CH482-渠道渐变段-渠道渐变段	843.443	845.516	22	0.4	78.592	78.482	86.438	86.321	0.015	
483	CH483-渠道渐变段-白马河退水	845.566	849.667	26.5	2	78.482	78.301	86.319	86.144	0.015	
484	CH484-白马河退水闸-白马河倒虹吸进口	849.667	849.827	20.5	2	78.301	78.297	86.144	86.141	0.015	
485	CH485-白马河倒虹吸出口渠道	850.337	850.422	18.9	0	76.990	76.990	83.390	83.390	0.015	
